id,username,passwordHash,email,gender,role,designationId,phoneNumber,createdAt,updatedAt
219,Glen Owens,$2b$10$gCS8bBhwHh2VoeWAbX5mWedxBWXrMEws0w1WnNJcu.prE0YKAVcny,scottallison218@mgcrew.com,Male,employee,4.0,478-372-1033,2023-06-25 20:18:38,2023-11-01 17:53:05
220,Amanda Jones,$2b$10$.7fZNcmeDnWVTIl0sCRwbuhgdQOx/GJnWWP5sIm0z1r4783MVO8uO,jeremywilcox219@mgcrew.com,Male,employee,7.0,+1-412-565-9123x3288,2024-08-06 12:00:26,2024-08-06 23:25:59
221,Gloria Brown,$2b$10$RocBxKZhcpGLv8QF2rdgteEMzv8PM3hvnkAUXpxIlrHgsrihiZDmW,erika21220@mgcrew.com,Others,employee,7.0,265-774-8942,2023-09-24 03:47:16,2024-09-13 16:20:38
222,Carol Silva,$2b$10$nR81U.tUsyLbkwK9NWmyc.0nOUVIzACeFUKwiD1F4VO2dn2VwEsMa,jared48221@mgcrew.com,Male,employee,7.0,926-951-7918x623,2023-01-27 23:12:05,2023-12-04 02:03:16
223,Alexander Matthews,$2b$10$Ue/lhy832dV.dUBFHlCljuTI/wWBVUpSIbIpB4/ZmcyhVynRceV9e,tjones222@mgcrew.com,Female,employee,8.0,(282)209-4850x873,2022-08-10 17:56:31,2023-07-02 21:00:31
224,Olivia Ruiz,$2b$10$JTmBUB5UChhvKhhs5odFZO3.mJFMVkVJRsQ3rwHWTBcTOD5nF94Rm,collinsjaclyn223@mgcrew.com,Female,employee,7.0,521.459.1427,2023-03-21 15:01:01,2024-07-25 00:25:39
225,Tracy Rodriguez,$2b$10$hKSMEAnc.gNHE4nmo4GDW.oj6Ic4JSqlIWRR57AKKxC8ZzSWbPGMi,jerry14224@mgcrew.com,Female,employee,7.0,+1-966-947-5212x3047,2023-12-10 11:11:24,2024-08-28 03:59:08
226,Bradley Nguyen,$2b$10$I9ppDqqzMoD5o7EmwYvn9.v6RrmjpGotFkFeKvpRpMZble.frZq4m,connerjennifer225@mgcrew.com,Female,employee,8.0,270-749-0894,2023-08-30 00:49:38,2023-11-18 06:10:07
227,Matthew Wagner,$2b$10$NRyXwqqltvKuNsjMKYmywOmKQPr8GocBRmVb5yO.NTugFuHh9rNgi,elliottjohnathan226@mgcrew.com,Others,employee,2.0,773.306.1268x0668,2022-09-08 15:49:10,2023-05-23 01:31:21
228,Heather Garcia,$2b$10$GX58kQ8iIEuifplcHPcrB.3UQaYN8ub4pucOCvzgzZacLyodb.Vbi,iowens227@mgcrew.com,Male,employee,1.0,+1-278-273-8096x583,2024-09-08 20:27:27,2024-09-29 14:29:04
229,Christopher Wright,$2b$10$kQTls.cGIBpjplFnIw0gCeYnj0tVjGy7NuX2YrU.EVB/xW3qUdqEK,canderson228@mgcrew.com,Male,employee,6.0,4782735644,2024-03-03 13:33:32,2024-05-15 09:54:29
230,Jeffrey Ellis,$2b$10$hmG4M9tEWwPrVmdCfhRWrOlShiOr4Rih.wtj9Aa2xs.fJKdmHFZ5.,umendoza229@mgcrew.com,Male,employee,7.0,+1-747-389-7092,2023-07-23 04:15:03,2024-01-01 12:25:30
231,Jeffery Thomas,$2b$10$TGSLnImavGH/J.cZoR0x8.I9CS6EwKM3naAERFBStacAafxVzhhXK,xmiller230@mgcrew.com,Male,employee,3.0,+1-869-835-2972x4140,2023-08-09 20:04:54,2024-08-02 08:17:39
232,Mary Hubbard,$2b$10$Rn7NJ0eAs73AVpq3bzn9le3SN7ZlxGL2xzEhSWUJDxoWTRhN0.fWC,taylorbenjamin231@mgcrew.com,Others,employee,6.0,+1-649-877-9116x031,2023-06-28 11:23:34,2024-02-09 09:58:59
233,Melanie Hoffman,$2b$10$1YvAo0Ju4i6U0HJ7iNbzuOYHCdDDqc8Ja7.KNE9BUhCcgr.uGoYDS,elizabeth56232@mgcrew.com,Female,employee,1.0,554-422-9863x11979,2024-02-15 15:37:24,2024-05-07 07:27:52
234,Laura Powell,$2b$10$83WtHuHzO.9KOhK3Qkq6lu01kn0Or3ZJck.aydMAz3uLHKbAn3zW6,sampsoncarl233@mgcrew.com,Male,employee,7.0,(323)428-2950x3993,2023-01-30 22:22:03,2024-02-17 08:42:17
235,Kathleen Edwards,$2b$10$myqW8v95FN4Z6IDDcqRU6e2d9V.VB6J1b2g1LcTOP2qh8naN8xNEO,bblair234@mgcrew.com,Female,employee,6.0,+1-861-675-0654x518,2023-01-17 13:55:29,2024-04-09 05:28:49
236,Janice Garrett,$2b$10$MSGjJ03qz9MMTHawCjOfree7l6wwEk4eQfifz.p8ZJiFZwfTtIcBC,james41235@mgcrew.com,Others,employee,4.0,+1-610-740-0289,2022-10-12 07:32:14,2024-01-10 19:11:32
237,Jessica Daniels,$2b$10$o2GC9iMCGKsBVwLjC7ioJOP4re5gyhGjkSaFf9BOtN.KbEZmRzefa,yhall236@mgcrew.com,Female,employee,6.0,001-902-862-4200x867,2023-10-24 16:07:51,2024-05-20 00:18:29
238,Nicole Lopez,$2b$10$0r84xyuuoUyqII7OgvZOL./qwi9imYp0nSe10tjqkfTOPFQZmKViK,jacobramirez237@mgcrew.com,Female,employee,3.0,559-878-1548x0715,2022-07-24 16:31:47,2023-03-21 19:02:24
239,Brandon Walker,$2b$10$jczOCV3KjvmZvNA5/O/xgOgR5ZxH8IX/rFQMbHHU2ofOFnAXXTSI.,wolfenicholas238@mgcrew.com,Male,employee,6.0,+1-393-493-2854x0916,2022-08-15 15:26:01,2022-12-02 00:04:45
240,Lindsey King,$2b$10$aNtdvTEbUpAXJd5huSgDHeg/YfqPWdPJTWGu0AV1hyCQgRFOMYrIK,jenniferlewis239@mgcrew.com,Others,employee,6.0,644-940-7799x2968,2023-07-25 18:16:47,2024-03-02 21:47:49
241,Caitlyn Mccormick,$2b$10$j.MA1dH56fipCT3VD85xpey7unZyYHy6u0j2i0bk/2ui6GGuJAwRC,iho240@mgcrew.com,Male,employee,4.0,(378)200-8126x76105,2024-09-28 05:49:45,2024-09-30 13:01:41
242,Howard Owens,$2b$10$qL4kgiz9/thdT6V1tgA6le33ci.kjNfyql2AHsRT3wuwLMeS6yQFe,adam75241@mgcrew.com,Others,employee,4.0,931-254-5050x22807,2024-01-22 19:26:38,2024-06-22 10:33:01
243,Carl Joyce,$2b$10$zHs1cfz2HHg5va8yoZIR4ehepwR/CFJWk/DlAw0GpG.mTinpCvL2q,croberts242@mgcrew.com,Female,employee,6.0,(711)413-1482x53684,2022-09-18 05:36:13,2023-06-26 02:27:48
244,Alyssa Murray,$2b$10$2lwAeCme/5CxvqQM7VoL7ema0veNHXsY8KuSBE/nnlmQQe8/zB3oW,jason39243@mgcrew.com,Female,employee,1.0,796.465.4303,2023-03-08 05:29:51,2023-06-09 07:33:55
245,Nicholas Hoffman,$2b$10$fNkHyfCUwDMJfXpzO.QSUO7tCUCoHzEXaMrOOxlhtDSXDpG2urg5e,matthewking244@mgcrew.com,Female,employee,4.0,502-791-1840x2731,2022-10-16 21:14:10,2024-05-16 16:30:28
246,Steven Martinez,$2b$10$ZorlGlQ/tzYaWUavGZjnOeC./ZoyGHrBPiKSe.v.sP6iLU2NAYTKu,parkkim245@mgcrew.com,Female,employee,8.0,927.961.5905,2024-05-01 22:18:57,2024-09-22 21:41:37
247,Sarah Hobbs,$2b$10$fHNDRoTNrRbnNZYLtsGv9Oq23Lendl5rOd3Lb8ySOhmLJfTS.cq7e,quinnkimberly246@mgcrew.com,Others,employee,4.0,528.945.2222x99409,2024-07-08 03:25:52,2024-08-30 05:49:32
248,Terri Smith,$2b$10$WrqJajpGS338d3L9g1QAeeycYfjOdZre6cTdHOVG4FKcqAER5pDZW,courtneydiaz247@mgcrew.com,Others,employee,2.0,418.731.5155,2023-07-01 23:07:42,2023-08-26 17:59:09
249,Noah Simmons,$2b$10$K3M3sHwsRSzCmhE/SZEuIeKFJ4xK8k8hmYCTHq45zY8YtYo7ydoPm,michaelrodriguez248@mgcrew.com,Female,employee,8.0,8412468556,2023-02-28 19:48:55,2024-01-22 01:03:46
250,Joseph Morris,$2b$10$cB6tUo6MmjolYUQqai4mSOmkZ7dWVh/CBDCdaRgS/YANXqIM6nlAm,douglasgregory249@mgcrew.com,Others,employee,7.0,(458)243-6623x28634,2022-09-25 11:24:35,2023-06-07 21:14:05
251,Rebecca Hubbard,$2b$10$RgzQ9eGTAswuBBL.taqXoO32lIMhHXGce.5//HRAWObe5xq9RUify,xandersen250@mgcrew.com,Female,employee,7.0,991.845.5871x8140,2023-10-08 08:30:03,2023-10-14 16:32:15
252,Marc Mccarthy,$2b$10$7c6aHqO8Y2208nTgVRjJROxEESMo.Uv1211NkSFTwr5c5j3vJCJku,larry26251@mgcrew.com,Female,employee,2.0,483.513.2801,2022-11-11 18:59:17,2024-07-19 01:24:40
253,Mary Thomas,$2b$10$dlBl60dGcrZpBy9q.6eor.p0DpZuIHgHuCphpqZuwFloTuIXSQoym,jameschang252@mgcrew.com,Others,employee,5.0,743.487.9064,2023-03-28 04:55:39,2023-11-13 23:10:09
254,Amber Hall,$2b$10$z6fxD9vz0410k/E73jj7beyZ.3uJW2vsMp20avgMam6NKP2NoG7oO,laurabell253@mgcrew.com,Male,employee,7.0,862-689-0154x87191,2024-04-22 06:32:29,2024-05-30 00:30:52
255,Robert Hubbard,$2b$10$0zSyqD83ELc9Gsa5cYUerebg4O3E9zKqrlLNCf/aMdV5HpeEwsSCe,pbarnes254@mgcrew.com,Female,employee,7.0,(606)739-4968,2023-10-22 09:58:54,2024-03-03 15:53:05
256,Michael Stevenson,$2b$10$Ick8FqOjPfxSGblgfiNTJOuRlYN0mHly6l1Wn6qXQ8hLYbP.pLSHm,robertfernandez255@mgcrew.com,Others,employee,3.0,701.251.8784x891,2024-08-19 11:28:34,2024-08-30 04:57:07
257,Steven Barrett,$2b$10$6qYjGvmlKOyBFk5YSJLPjuwzmBMmMpM36Ev41El8fNJ/FFpWYoTaO,michelle40256@mgcrew.com,Female,employee,2.0,376.811.9981,2022-09-16 01:11:46,2023-07-09 04:34:01
258,Margaret Morris,$2b$10$e9vFjJKeumb9niFrt4kDJO79RjB3bpcBrxVTB/KJGtlOpFIlqQ2Te,eddiefreeman257@mgcrew.com,Female,employee,1.0,001-322-749-6732x703,2024-05-22 21:19:30,2024-07-17 08:13:16
259,Patrick Hunt,$2b$10$2jnM3wf7dYGw/p7mkZ4IfuYMvVoFg7UZ.lFiUblkZI/4VlbVM..ja,james92258@mgcrew.com,Female,employee,5.0,439-836-5504x80111,2023-07-06 08:49:11,2024-07-29 04:36:32
260,Kelsey Gilbert,$2b$10$t9fUZlYf4FkGAFReLreN0eUie8b.pkUSP8OoojHGMJN1XhjcAnMeK,brownpaul259@mgcrew.com,Others,employee,5.0,+1-550-287-5801,2024-08-10 22:01:09,2024-09-24 12:02:35
261,David Schwartz,$2b$10$NmWsRYb1LchtFSeX/.YAQuj0w07uUzQ2j6TdM88R37rqXr1wAKXYK,craig90260@mgcrew.com,Male,employee,1.0,001-204-533-0024x122,2023-02-24 13:24:01,2023-11-01 22:05:54
262,Samuel Butler,$2b$10$IlSLTtZAh2SmpTLLLSaDq.AD6p6y8t6SBMFqhr1kKoQZmCMKXPRSu,millerkathleen261@mgcrew.com,Male,employee,1.0,834.635.7543x5318,2024-06-27 13:51:54,2024-08-04 16:28:29
263,Cassandra Kim,$2b$10$rMeSPICk9wTe8SO3FRBti.cK0nyLJPWbc90MBDwCDU7C9nCTpoff6,victoriastrong262@mgcrew.com,Male,employee,7.0,001-381-601-7200x664,2024-01-08 03:30:09,2024-05-07 19:56:31
264,Tracey Rocha,$2b$10$dw2RZIqGEBf/grYcpBTTD.ny2EjP50WGj/OQ8PhDT20ibwjPuDDxO,stevenhays263@mgcrew.com,Female,employee,1.0,7558137160,2024-09-23 14:26:46,2024-10-06 20:30:52
265,David Shepard,$2b$10$ymLBowrucnPiwJDPJGVjkeeWBiknsE/Kpz.EvNuag4wmLnLY2ttn2,tlane264@mgcrew.com,Female,employee,6.0,(632)285-7148x57578,2022-07-17 02:44:58,2024-08-01 20:11:56
266,Elizabeth Fry,$2b$10$OJi8vawUgrkABAxBqu/fROoQNpFV3.MJLSLa0K4SOUsmDYxNlHspy,yhorne265@mgcrew.com,Others,employee,8.0,+1-429-767-5228x3633,2023-12-13 11:08:58,2024-03-19 03:09:33
267,Erin Bennett,$2b$10$NNyS7WIzgwJ.Bzvd9OQfPOUQT/Jrb0EHDvpsNYKpIlgk0EsPmPTDO,sandra46266@mgcrew.com,Female,employee,6.0,226.930.5136x029,2024-05-12 04:41:17,2024-05-30 11:55:38
268,Alexander Sherman,$2b$10$ep1k9PuZy27YNZ.YyV9ufeCMiQgOe0/9LuuRbrf9YcGvkC0/jKxZm,ugonzales267@mgcrew.com,Others,employee,3.0,(795)357-0137x62901,2024-07-04 22:28:30,2024-07-12 09:39:55
269,Malik Hernandez,$2b$10$isSphvj3Q7icDkWAUHcZ/.NOxaByy72TJ0VlCZbRxg2TwFQxce7PK,bob36268@mgcrew.com,Others,employee,3.0,+1-406-622-3302x8132,2023-12-13 02:52:31,2024-07-18 17:53:19
270,Jason Johnson,$2b$10$7IpgLXjzmcMkkbjQN9hob.Zh9nCsonN5xpT2LdQ8JDKKlY7xm6E4a,markfoster269@mgcrew.com,Male,employee,1.0,+1-968-451-2031x070,2023-04-28 03:02:41,2024-05-13 06:16:43
271,Heather Sanchez,$2b$10$h0CYx4B4ECiI4TPFztg.3Oysx.ia6KSVr6oH.8iH.8FhLu66TANha,bbrown270@mgcrew.com,Female,employee,1.0,843-344-5689x806,2022-07-23 02:10:25,2023-08-22 12:17:19
272,Jason Garrett,$2b$10$6B79lEmgEEG6OHo9tWHc.u8BuWLPmY.bh7KZMvK0ojCDwIiGk.NSW,yreynolds271@mgcrew.com,Male,employee,1.0,7043258681,2024-04-21 01:20:01,2024-06-05 14:04:26
273,Raymond Dixon,$2b$10$v53LamXpC.tqVSZYpFP3NuQutbH0CVczav2v3HjT.izESJmUfxJk2,millertimothy272@mgcrew.com,Others,employee,8.0,7158419393,2023-10-24 21:41:59,2023-12-28 03:26:05
274,Patricia Thompson,$2b$10$nSzsowTHg04XtfWWJtW2uefRwlp/v6Q.AkMkSbD17xS3AAhyTE3.a,brucemorales273@mgcrew.com,Others,employee,6.0,3052900648,2023-07-15 11:29:51,2024-04-08 19:03:20
275,Rebecca Mcclain,$2b$10$NfoYAEWZkbIdccraFZaoUeLbKBkDKsywROyd.9zuxyJX.LbqJyCxy,icameron274@mgcrew.com,Others,employee,2.0,(448)608-3755x134,2024-08-20 15:02:06,2024-09-22 04:10:58
276,Donna Lucas,$2b$10$Uy1k.jNJjHIg1Qdyf9OArua6Fsv4CV0jYkOSbDdzQScni5eIRwKIa,waltermills275@mgcrew.com,Female,employee,4.0,+1-304-370-8799x1161,2023-06-08 14:12:52,2024-01-30 01:30:50
277,Rachel Lawrence,$2b$10$7Mo2NQBhOTtGRSgrcx5V9OlLhDIVZwbGaEL5oqWN/XU7bTg6PlkiK,georgephillips276@mgcrew.com,Female,employee,7.0,(998)416-5980x4257,2023-06-11 21:23:54,2024-03-23 14:47:53
278,Robert Lee,$2b$10$l4BTUEsgHdBjYkpRfucnVuEBzdumxoTnL9cXAVnuBjI60glq401Py,gonzalesanne277@mgcrew.com,Male,employee,3.0,(892)610-6966,2023-04-20 07:31:24,2024-02-22 08:34:05
279,Rachel Adkins,$2b$10$PiJiU8FWZg8X0engp.Lu3OjfRavpL3PwSZE2cx4W1MWHjjjfKJ4CW,markrobinson278@mgcrew.com,Others,employee,7.0,877-975-5945,2024-06-25 04:37:50,2024-09-06 03:08:35
280,Natalie Chavez,$2b$10$mD6xxbm5IwwQtXOt7oiOSO7MOC085DUjOmh8riWx6CUH1s/WKjfPC,jacksonrichard279@mgcrew.com,Female,employee,2.0,(478)276-2613x359,2022-12-06 02:27:40,2024-07-19 10:42:27
281,Joseph Glover,$2b$10$EeKMIJPDZFOVGIX1kG49L./oUj11ulpsunudpN7yDdV6nLsrfQpZW,wilsondavid280@mgcrew.com,Others,employee,6.0,+1-868-575-5315,2022-07-09 09:09:22,2022-10-29 15:03:35
282,Jennifer Bryan,$2b$10$hJhAli/Jtg5syzJbK29ZG.aG/tiR5ptlAu/W9Fi8pkp2McZjUNQ/a,dennis23281@mgcrew.com,Female,employee,4.0,567.388.0618,2023-05-16 14:52:00,2023-08-06 05:18:59
283,Chelsea Johnson,$2b$10$EjgzZ.LKp8p78Zy.qVFijO.2Z2AKBzbbJgvX3hWcxnUqCH5VTYit6,bakertravis282@mgcrew.com,Male,employee,7.0,001-992-964-5845x909,2024-08-26 22:08:17,2024-09-13 13:31:03
284,Diana Cook,$2b$10$Tw1fncni9ybapA58NS6uV.66HdJ4ejUUH.sb5ESuiCr/gXcmbl/Aq,lucasrichard283@mgcrew.com,Others,employee,5.0,001-578-373-1817x320,2023-12-30 17:45:00,2024-02-07 20:04:38
285,Jesus Ward,$2b$10$ZoEzl9NPM99TNIppOOCo6Or0EMBooCh2Whg7lq.HepZ7WvvHkzlEO,frank99284@mgcrew.com,Female,employee,4.0,001-518-456-1083x699,2023-03-17 17:56:35,2024-04-12 10:56:00
286,Nicole Dunlap,$2b$10$a1DufGBJlRVd5IoitE49XOio5jMj0GWeujHxz3VKGU5P8eu79squO,littlewilliam285@mgcrew.com,Others,employee,5.0,+1-810-850-2498x337,2023-03-29 20:42:41,2023-11-15 02:17:32
287,Courtney Hardy,$2b$10$hWl4csdlXxeXjeTGprkFkOmMJgykIex55OYgBNcJ8jeepKjlDmEVG,kjacobs286@mgcrew.com,Male,employee,3.0,966.596.4649x66358,2023-11-26 11:21:33,2024-02-23 01:39:56
288,David Ortiz,$2b$10$GC9pR3.R0YKWue6RjGcRa.Fq7i8dG13/B38FdD7.raiL.Pxwu1mlK,vholloway287@mgcrew.com,Female,employee,5.0,001-908-672-0009x493,2022-04-26 01:51:41,2024-03-30 23:26:02
289,Joseph Murphy,$2b$10$Fif1a.y3QWKzvbfKFSsiZe6XHRBWu.1Pi.ntO6nz0d0w.OxzJgqLO,jeremy44288@mgcrew.com,Female,employee,2.0,001-364-748-0683x517,2023-08-20 12:55:37,2024-07-04 21:00:19
290,Tammy Miranda,$2b$10$ismjEPieYMJ2dm.kFtjzAOOeYYmGj0EDBfVmeJLs1zTsS3sdBozqm,ocantu289@mgcrew.com,Female,employee,5.0,448.347.9971x30097,2023-10-13 02:08:55,2024-01-19 20:07:19
291,Amber Morgan,$2b$10$BOfCXdVXp1qQ6UM.62F2WuY6B9igw5VYZGgZ7X6i92lCC1YVtvB3O,gregory53290@mgcrew.com,Female,employee,8.0,837.526.4992,2023-05-18 13:54:09,2024-01-17 06:50:14
292,Anna Love,$2b$10$oESza2Tz1ty.7vFY4P4LueUWD4qKqUe8Nw8lSqk.E1ZTWqX1hDz72,jessica31291@mgcrew.com,Male,employee,7.0,267-984-0699x46750,2023-10-17 18:46:50,2024-05-22 01:15:08
293,Robert Green,$2b$10$pZMEMOeOJEgjAo.OK3HUuOMtMYNOXbrraNiTfIofzf/I987AitstW,jennifer08292@mgcrew.com,Others,employee,4.0,(859)434-3680,2024-09-08 17:10:07,2024-09-12 00:53:58
294,Andrew Perkins,$2b$10$sFjJoRmOVbUX254qjtu2WuGW.VrPlVWXHEUxhCUMuSru3oVDi3QAi,garythompson293@mgcrew.com,Others,employee,4.0,+1-436-971-5414x7537,2022-09-15 00:32:52,2023-06-23 13:18:35
295,Ashley York,$2b$10$KLgBJpr8RzH6QBPh4md9l.R8pwG0h.xI6IW7wnOwBtZ20xxJf6PZq,sthomas294@mgcrew.com,Female,employee,8.0,7729251879,2022-07-18 02:34:14,2024-02-03 14:24:56
296,Gregory Brown,$2b$10$bV7jypgQhL3wk6wmlZjzeujRvsupPYz/Jf4Ceix6illD3w/LtNZRS,gmorgan295@mgcrew.com,Male,employee,6.0,413-888-9501x2964,2023-08-05 17:21:10,2024-07-03 04:59:19
297,Christopher Garcia,$2b$10$iqM19KYpvBNk9h/FMnq2TOgwmjdLlEHCIp/zBtF.rqMq5UhM3D0hq,ejohnson296@mgcrew.com,Male,employee,8.0,685.648.0381,2022-12-12 12:51:38,2023-10-14 14:19:06
298,Derrick Ray,$2b$10$OF6zC4ZeGOU/JtOtYrLHYOdhFsfkadtDMjpHbn4CJZNtlq4654QXO,helenstrong297@mgcrew.com,Female,employee,4.0,575-744-5454x531,2023-03-25 16:10:07,2024-01-08 14:12:41
299,Amy Booker,$2b$10$KwSthoZG9iJwBpHMKPGU7eDCxUeBPQMaKIazOX3nfn2HN2.GyUdxi,jimmy80298@mgcrew.com,Female,employee,7.0,+1-899-775-4491x2654,2023-09-16 21:57:50,2024-08-16 00:45:53
300,Shannon Thompson,$2b$10$z2XV6MNkCTiDbaSYjnlHvOunRfDWCXWSodY/hqpIAHQ9xp70yz8Vm,matthewharris299@mgcrew.com,Female,employee,6.0,(464)939-5157x1386,2023-06-26 16:41:28,2023-11-27 04:49:28
301,Daniel Spears,$2b$10$aOUEqxdZkB8CHtvdIs110uVpKa8AyWpps0f7ZFVpzYJrAZSdbJLee,rebeccaherrera300@mgcrew.com,Male,employee,6.0,001-534-633-2933x303,2024-04-17 23:24:53,2024-07-01 12:18:27
302,Darrell Smith,$2b$10$51WeNw9prxXcBE4GrmyW0eWPcEnBDcjrvacrxbcG.Wa20EbxgLrrK,robertdowns301@mgcrew.com,Others,employee,7.0,349.612.8928x4280,2024-08-19 10:14:42,2024-08-24 18:07:50
303,Jay Rodriguez,$2b$10$88wRigM9OUMUZwF4F9nB7.70Zz8uUtD0zXyer8HzVvlxFhJWb.hma,bondjoseph302@mgcrew.com,Others,employee,4.0,3969236268,2024-03-19 17:18:54,2024-04-05 09:03:05
304,Todd Green,$2b$10$pNC3ZazyboHeMxGyFQarJu5arEsAmV.LOKatbo6ry4RBHaS7pvP8O,kimberlygarner303@mgcrew.com,Male,employee,5.0,716.471.7704,2023-11-11 18:59:49,2024-06-09 17:14:01
305,Debbie Jackson,$2b$10$ZIu465GLH4vdCjcZiT82t.awDW/RqU0gStIfflBA1y3cIVj1S5Dnu,zparker304@mgcrew.com,Others,employee,5.0,001-929-264-0180x785,2024-03-15 16:07:29,2024-07-29 08:03:24
306,Andrea Hill,$2b$10$YuvlrddsD1TcaBt/pxNV0u0R5A7wi1Sb2fFtM5ypRFmW7Dybj9.wW,lauren26305@mgcrew.com,Others,employee,4.0,(323)439-5534x95844,2023-06-22 12:46:22,2023-07-28 10:07:10
307,Carrie Clark,$2b$10$GqPLDayXiOy1m3NN6y/4KO7O6CJBNUnhIKtfapzkuBe/FI0lmerFG,grantnicole306@mgcrew.com,Male,employee,8.0,300.651.5841x945,2023-02-04 03:58:45,2023-11-25 22:09:10
308,Terry Burns,$2b$10$jfvkN9XU9Kv3Wv/2NyMsZ.WaxN5Im0hHEpojyP.Wud/MgkDvPubde,benjaminwilliams307@mgcrew.com,Female,employee,8.0,443.531.4640,2023-07-05 21:24:35,2024-07-17 07:57:36
309,Harry Williams,$2b$10$HKgPCWtIgybCRZZJpOqaBOkNZm0YJYxOSTjLJZcsexTC9dMjTWWtS,silvagavin308@mgcrew.com,Female,employee,4.0,9704435581,2024-04-01 20:31:50,2024-07-17 20:32:34
310,Emily Henry,$2b$10$lDWI4lPXang30GQHz0Igb.XsFCxWNThICIHGAqcwP/Vrew2JHzJLa,wevans309@mgcrew.com,Female,employee,6.0,+1-613-896-7308,2024-07-08 21:23:17,2024-08-17 01:37:19
311,Vincent Foster,$2b$10$XxV8OLbiJOrPDklz9GwouuZzaU4EShw1phcnAsjgCdbK5/QhXVqm2,joshuaturner310@mgcrew.com,Others,employee,3.0,+1-929-219-0120x8587,2024-07-04 18:14:28,2024-09-19 16:09:59
312,Linda Davidson,$2b$10$aiaygB92KIFk2g.XECZtAuEB3dLMYXrbMhZT.JOXdAJuOLczfbHX.,juliemiller311@mgcrew.com,Male,employee,5.0,538.565.8514x9726,2023-11-08 20:11:05,2024-03-25 09:41:05
313,Rachel Obrien,$2b$10$TpzFiAAXXI5zrbP.E1oMdu7D564VxcI0NuVCmmoVCg2Db4nIL4ira,michellelawson312@mgcrew.com,Others,employee,8.0,4314856074,2023-01-28 12:36:16,2023-12-16 15:53:18
314,Michelle Bright,$2b$10$Cmh4ufWdKxTg06RJRdbhV.pzQIM1DSnlCgipt3kXwhtJZCJIwzw1a,sheila36313@mgcrew.com,Others,employee,2.0,(534)555-0534x565,2024-06-11 02:31:05,2024-07-14 06:31:40
315,Ronald Solis,$2b$10$sfXgvQcS59CeN95IiWbfV.vteOyLaNDOj/VbRWYO0p90I0VcPbcqO,barbara84314@mgcrew.com,Others,employee,3.0,565.526.0336x1226,2024-05-10 09:30:04,2024-07-27 11:37:12
316,Anne Cooper,$2b$10$4R//6KQ7DU6kTI0P0nhCW.GbbBbfONOgIv3V.0h46xRCTamdAQwp6,yshelton315@mgcrew.com,Male,employee,6.0,246-926-7157x70708,2024-07-13 10:52:34,2024-09-01 04:35:09
317,Christopher Jordan,$2b$10$WSABF3V16LLU3MTF1BgdMe5lJDYdt21nGQdYFzGZllO1QRfIcsid.,davidrobinson316@mgcrew.com,Male,employee,7.0,+1-499-776-7243x0434,2023-12-31 20:44:08,2024-05-11 19:10:06
318,Joshua Nelson,$2b$10$Kzsy78s0JTixCZR3HA1hM.2pxaZbijQsvgMjqC4ra7gMF8/VI5mjS,kprice317@mgcrew.com,Male,employee,2.0,+1-360-868-8827x854,2023-05-30 10:18:26,2023-07-23 18:54:45
319,Richard Prince,$2b$10$vTH2StgJi/8Ybw8i7WK2LOeBd7620xM9nCJT/87ckf0HinkJM0Dfe,barbermichael318@mgcrew.com,Male,employee,2.0,+1-210-211-0826x3252,2022-06-21 03:00:01,2023-11-28 16:57:55
320,Barry Gregory,$2b$10$eamDDkoFN85wnTXf7k9gIeCWQF6pIQlSgzlGN1M3UfSJ.A.cXbdbK,andrea55319@mgcrew.com,Male,employee,4.0,+1-878-546-6490x8696,2022-10-05 17:55:18,2023-02-26 00:55:04
321,Brianna Henry,$2b$10$p2n3lMon3YssmbsXhx3TNu.L1tEhGfkp1YZLonsGbRAC8lv2425K2,tgray320@mgcrew.com,Female,employee,2.0,259.237.3974x6808,2023-06-16 23:37:08,2023-12-08 08:39:51
322,Luke Payne,$2b$10$FcW7oAmpspkrycqOH0vc4.oecj2N5bnjrYlFJxKnMUPoWyl4Hqmrq,millsdaniel321@mgcrew.com,Male,employee,3.0,484.857.9062x6680,2023-07-25 03:30:42,2023-09-11 18:40:56
323,Christopher Brown,$2b$10$x9aM4Z1ySBKR6ROAVNQ3u.CL3zPp4w7mjac1q/1MXxVhq3uBctirm,davidspencer322@mgcrew.com,Others,employee,5.0,796-685-3714x7004,2023-11-23 07:59:10,2024-06-27 04:21:54
324,Crystal Dougherty,$2b$10$vKnfIR6ARLbHfK584YqPCumjK0SU8oOuHeTcQVQHPuFJqa2Jr2NKy,jeffrey24323@mgcrew.com,Female,employee,3.0,+1-383-538-4809,2022-08-26 04:38:16,2023-12-16 14:25:34
325,Peggy Douglas,$2b$10$RcXLEKq/kcLD4doT8eEiYOLbX6810RTkpqmfsBbPj21l/hpUO96j2,thomas42324@mgcrew.com,Female,employee,2.0,329.274.2718,2023-08-12 17:50:39,2024-03-28 22:11:24
326,Thomas Fields,$2b$10$I7mEh8I6CdyBRE3/utMguOqydQj1JtaPICDWsuHQzP/4diMm1t/RC,kara84325@mgcrew.com,Male,employee,2.0,8728078772,2023-11-01 17:52:55,2024-09-01 11:38:00
