id,username,email,role,designationId,createdAt,updatedAt
479,Bianca Wang,ljohnson478@mgcrew.com,employee,7.0,2022-05-03 10:33:05,2023-02-26 04:33:55
480,Nicholas Cooper,gillespienorma479@mgcrew.com,employee,3.0,2024-02-13 11:33:11,2024-06-09 04:32:16
481,Chad Hancock,cannondaniel480@mgcrew.com,employee,1.0,2023-11-15 03:51:53,2023-12-10 14:23:13
482,Amy Garcia,jennifer41481@mgcrew.com,employee,2.0,2024-04-07 16:01:48,2024-08-18 04:40:36
483,Colleen Manning,jeremynelson482@mgcrew.com,employee,7.0,2022-05-05 06:56:35,2023-05-26 15:16:52
484,Shelly Davis,michael58483@mgcrew.com,employee,1.0,2022-05-09 21:29:15,2023-08-14 06:25:12
485,Andrea Castillo,phillipsrhonda484@mgcrew.com,employee,6.0,2022-11-21 15:44:27,2023-05-30 20:02:22
486,Michael Armstrong,ryan26485@mgcrew.com,employee,4.0,2023-12-26 00:29:34,2024-04-02 19:37:51
487,Elizabeth Hunt,phillip94486@mgcrew.com,employee,3.0,2022-09-28 05:29:04,2024-08-14 23:41:26
488,Pamela Chavez,xbrowning487@mgcrew.com,employee,7.0,2024-03-20 15:39:05,2024-07-22 13:36:12
489,Erin Foster,woodardseth488@mgcrew.com,employee,3.0,2023-12-18 16:03:49,2024-10-07 07:18:37
490,Jason Coleman,ytaylor489@mgcrew.com,employee,7.0,2023-07-15 00:36:59,2023-10-05 03:39:15
491,Mark Warren,npeters490@mgcrew.com,employee,7.0,2022-04-24 20:03:36,2023-02-21 00:30:09
492,Kristi Rollins,corygarner491@mgcrew.com,employee,8.0,2023-03-24 16:33:28,2023-11-30 18:38:17
493,Samantha Kim,billy29492@mgcrew.com,employee,6.0,2023-07-12 15:26:32,2023-07-31 21:29:02
494,Sean Flores,erika82493@mgcrew.com,employee,7.0,2024-03-02 17:05:11,2024-03-04 15:50:39
495,David Anderson,bryan64494@mgcrew.com,employee,1.0,2023-07-19 16:33:15,2024-02-10 07:48:56
496,Kylie Hurley,millershannon495@mgcrew.com,employee,6.0,2024-06-03 12:43:10,2024-09-19 20:28:06
497,Hannah Pope,hectorthomas496@mgcrew.com,employee,7.0,2023-02-26 15:51:54,2024-06-05 19:32:14
498,Samuel Davis,ehaas497@mgcrew.com,employee,3.0,2024-01-17 22:28:04,2024-04-13 09:03:18
499,Lori Valenzuela,claire84498@mgcrew.com,employee,8.0,2023-03-02 02:42:08,2023-03-08 14:12:10
500,Sarah Greene,brentward499@mgcrew.com,employee,8.0,2023-12-20 14:40:50,2024-01-16 18:03:19
